,type,level,price,hands required,system,category,damage,damage type,range,critical effect,critical damage,capacity,usage,ammo type,power type,bulk,special,source,area,eac bonus,kac bonus,max dex bonus,armor check penalty,speed adjustment,armor slots,weapon slots,upgrade slots,shield bonus,aligned shield bonus,speed,max speed,str,cover,hp,hardness,passengers
"polymorphic serum, mk 6",Magic Items,18,60000,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
psychic inhibitor,Magic Items,15,120000,-,-,Held,-,-,-,-,-,-,-,-,-,1,-,AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
queen's meal,Magic Items,3,215,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
quorlu heat gem,Magic Items,2,125,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
radout serum,Magic Items,3,225,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
radiant ensemble,Magic Items,5,3200,-,-,Worn (other),-,-,-,-,-,-,-,-,-,1,-,AP14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ratfolk belt,Magic Items,9,12250,-,-,Worn (belt),-,-,-,-,-,-,-,-,-,-,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
reckless gloves,Magic Items,1,250,-,-,Worn (gloves),-,-,-,-,-,-,-,-,-,L,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
recovery aegis,Magic Items,3,1350,-,-,Worn (amulet),-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
regeneration serum,Magic Items,6,600,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
resilient jacket,Magic Items,2,600,-,-,Worn (jacket),-,-,-,-,-,-,-,-,-,L,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
restoring rod,Magic Items,7,6750,-,-,Held,-,-,-,-,-,-,-,-,-,1,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ring of cosmic alignment,Magic Items,11,25000,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ring of counterspells,Magic Items,11,24000,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ring of fangs,Magic Items,3,315,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,AP02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ring of resistance, mk 1",Magic Items,2,735,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ring of resistance, mk 2",Magic Items,6,4200,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ring of resistance, mk 3",Magic Items,10,18100,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ring of resistance, mk 4",Magic Items,14,70000,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ring of resistance, mk 5",Magic Items,18,361500,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ring of sustenance,Magic Items,5,2625,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ring of whispers,Magic Items,1,300,-,-,Worn (ring),-,-,-,-,-,-,-,-,-,-,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
robe of communalism,Magic Items,6,4250,-,-,Worn (robe),-,-,-,-,-,-,-,-,-,L,-,AP22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rod of cancellation,Magic Items,9,2100,-,-,Held,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ruthig milk tea,Magic Items,3,220,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AP14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
serum of apperance change,Magic Items,1,75,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
serum of enhancement,Magic Items,5,425,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum of healing, mk 1",Magic Items,1,50,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum of healing, mk 2",Magic Items,5,425,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum of healing, mk 3",Magic Items,9,1950,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum of hiberation, diluted",Magic Items,1,80,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum of hiberation, potent",Magic Items,5,400,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
serum of sex shift,Magic Items,3,350,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, bloodbrother",Magic Items,5,500,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, closequarters",Magic Items,7,950,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, daywalker",Magic Items,3,200,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, gravity",Magic Items,3,320,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, haeshishaa",Magic Items,14,10500,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, lingo",Magic Items,2,100,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, mk 1 adaptive",Magic Items,4,350,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, mk 2 adaptive",Magic Items,8,1500,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, mk 3 adaptive",Magic Items,12,5500,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, pact worlds",Magic Items,5,475,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, shadowblend",Magic Items,4,325,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, veracity",Magic Items,5,450,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"serum, xray",Magic Items,4,350,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
shadow orb,Magic Items,10,2850,-,-,Held,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
shantak whistle,Magic Items,13,49000,-,-,Held,-,-,-,-,-,-,-,-,-,L,-,AA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
shattercoat,Magic Items,8,9000,-,-,Worn (other),-,-,-,-,-,-,-,-,-,L,-,AP14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siccatite tonic,Magic Items,5,475,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AP27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
skyfire saddle,Magic Items,5,2650,-,-,Worn (saddle),-,-,-,-,-,-,-,-,-,1,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sophic philter,Magic Items,11,4500,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell ampoule, 0th spell level",Magic Items,2,200,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell ampoule, 1st spell level",Magic Items,3,300,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell ampoule, 2nd spell level",Magic Items,6,700,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell ampoule, 3rd spell level",Magic Items,10,3000,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell gem, 0th spell level",Magic Items,1,50,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell gem, 1st spell level",Magic Items,2,140,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell gem, 2nd spell level",Magic Items,5,450,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell gem, 3rd spell level",Magic Items,8,1400,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell gem, 4th spell level",Magic Items,11,3700,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell gem, 5th spell level",Magic Items,14,10600,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"spell gem, 6th spell level",Magic Items,17,36650,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
staff of mystic healing,Magic Items,5,3700,-,-,Held,-,-,-,-,-,-,-,-,-,1,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"stalkring, digger",Magic Items,7,6500,-,-,Worn (hand),-,-,-,-,-,-,-,-,-,-,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"stalkring, obsidian",Magic Items,9,13000,-,-,Worn (hand),-,-,-,-,-,-,-,-,-,-,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
starship in a bottle,Magic Items,10,17500,-,-,Consumable,-,-,-,-,-,-,-,-,-,2,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
storage goo,Magic Items,5,500,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sun bean ice,Magic Items,1,80,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AP14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tangleburst seed,Magic Items,4,675,-,-,Consumable,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
techbane rod,Magic Items,8,10000,-,-,Held,-,-,-,-,-,-,-,-,-,1,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
teleportation puck,Magic Items,8,1500,-,-,Held,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
temporal crystal,Magic Items,10,2900,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
the malikah's robes,Magic Items,20,1000000,-,-,Worn (robe),-,-,-,-,-,-,-,-,-,1,-,AP18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
the malikah's staff,Magic Items,20,1250000,-,-,Held,-,-,-,-,-,-,-,-,-,1,-,AP18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"tiara of translocation, mk 1",Magic Items,14,11750,-,-,Worn (helmet),-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"tiara of translocation, mk 2",Magic Items,16,185000,-,-,Worn (helmet),-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"tiara of translocation, mk 3",Magic Items,18,410000,-,-,Worn (helmet),-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"tiara of translocation, mk 4",Magic Items,20,857000,-,-,Worn (helmet),-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
trafodi paradox,Magic Items,20,Priceless,-,-,Artifact,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
trampling boots,Magic Items,4,2500,-,-,Worn (boots),-,-,-,-,-,-,-,-,-,L,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"travel treads, mk 1",Magic Items,5,2750,-,-,Worn (boots),-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"travel treads, mk 2",Magic Items,9,12000,-,-,Worn (boots),-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"travel treads, mk 3",Magic Items,13,46500,-,-,Worn (boots),-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
truth amplifier,Magic Items,4,2000,-,-,Held,-,-,-,-,-,-,-,-,-,L,-,AP04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ungarato,Magic Items,20,Priceless,-,-,Held,-,-,-,-,-,-,-,-,-,2,-,AP01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
valor medallion,Magic Items,2,1000,-,-,Worn,-,-,-,-,-,-,-,-,-,L,-,AP19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vessel of hylax,Magic Items,20,Priceless,-,-,Artifact,-,-,-,-,-,-,-,-,-,1,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warlord stone,Magic Items,14,75000,-,-,Consumable,-,-,-,-,-,-,-,-,-,-,-,AP06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
weatherwear,Magic Items,5,2750,-,-,Worn (other),-,-,-,-,-,-,-,-,-,1,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
white knuckle gloves,Magic Items,8,8400,-,-,Worn (hand),-,-,-,-,-,-,-,-,-,L,-,AP14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ablative insulation, mk 1",Hybrid Items,4,350,-,-,-,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ablative insulation, mk 2",Hybrid Items,8,1500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"ablative insulation, mk 3",Hybrid Items,12,5500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
adaptive swarm mask,Hybrid Items,11,24500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
adjudicator's eye,Hybrid Items,9,12500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
animated trapsmith's tools,Hybrid Items,4,2000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"animistic tools, mk 1",Hybrid Items,3,1350,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"animistic tools, mk 2",Hybrid Items,7,5500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"animistic tools, mk 3",Hybrid Items,11,22000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
antipathy unit,Hybrid Items,10,20000,-,-,-,-,-,-,-,-,-,-,-,-,5,-,AP17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
book of predelictions,Hybrid Items,3,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
breathstealer mask,Hybrid Items,7,6800,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"captivestar amulet, magnetar",Hybrid Items,13,54000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"captivestar amulet, pulsar",Hybrid Items,17,270000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"captivestar amulet, red dwarf",Hybrid Items,9,14500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"computer idol, mk 1",Hybrid Items,4,1850,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"computer idol, mk 2",Hybrid Items,8,8500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"computer idol, mk 3",Hybrid Items,12,34000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"creator capsule, mk 1",Hybrid Items,4,2000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"creator capsule, mk 2",Hybrid Items,8,9000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"creator capsule, mk 3",Hybrid Items,12,38000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
deoxy pellet,Hybrid Items,3,250,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
digital harrow deck,Hybrid Items,5,3500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dimensional fetters,Hybrid Items,8,9200,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AP04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dimensional modulator,Hybrid Items,14,56000,-,-,-,-,-,-,-,-,-,-,-,-,2,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dromada clutch,Hybrid Items,8,9200,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AA3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dust goggles,Hybrid Items,1,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AP05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
earthbound anklets,Hybrid Items,10,17000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
efficient bandolier,Hybrid Items,4,2000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,CRB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
electroencephalon,Hybrid Items,14,75000,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AP06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"empathic depiction, bust",Hybrid Items,4,2200,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AP13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"empathic depiction, portrait",Hybrid Items,2,750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AP13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"empathic depiction, statue",Hybrid Items,6,4500,-,-,-,-,-,-,-,-,-,-,-,-,2,-,AP13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
energymatter gateway,Hybrid Items,19,600000,-,-,-,-,-,-,-,-,-,-,-,-,4,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
entropy gloves,Hybrid Items,9,13000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eoxian wrackstaff,Hybrid Items,13,48500,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
erasure worm,Hybrid Items,15,110000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AP26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eyes of rhean,Hybrid Items,13,55000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fungeye goggles,Hybrid Items,5,2800,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gravitic modulator,Hybrid Items,4,2200,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AP05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"hivejack, mk 1",Hybrid Items,3,1500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"hivejack, mk 2",Hybrid Items,9,13750,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"hivejack, mk 3",Hybrid Items,15,108000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"holding gloves, mk 1",Hybrid Items,6,4250,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"holding gloves, mk 2",Hybrid Items,12,35000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
infiltration assistant,Hybrid Items,11,28000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
instant ground,Hybrid Items,1,25,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
intonation pendant,Hybrid Items,3,1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AP27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"kinetic converter, mk 1",Hybrid Items,8,10500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"kinetic converter, mk 2",Hybrid Items,12,42000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"kinetic converter, mk 3",Hybrid Items,16,172000,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lightning gatherer,Hybrid Items,4,2250,-,-,-,-,-,-,-,-,-,-,-,-,2,-,AP21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
memory crypt,Hybrid Items,8,9500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"metal nitro, gold",Hybrid Items,6,675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"metal nitro, platinum",Hybrid Items,10,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"metal nitro, silver",Hybrid Items,2,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"metro nitro, star",Hybrid Items,14,10800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
migo brain cylinder,Hybrid Items,8,10000,-,-,-,-,-,-,-,-,-,-,-,-,1,-,AA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
migo hollowskin,Hybrid Items,7,5500,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mind guardian,Hybrid Items,12,36000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mind scour,Hybrid Items,12,35250,-,-,-,-,-,-,-,-,-,-,-,-,L,-,AP27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
